school,city,county,adm,app,acceptance_rate,app_gpa,adm_gpa
A B MILLER HIGH SCHOOL,Fontana,San Bernardino,4.0,11,36.36,3.84,4.01
ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,11.0,27,40.74,3.3,3.77
ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,5.0,21,23.81,3.67,3.89
ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,9.0,13,69.23,3.61,3.67
ACALANES HIGH SCHOOL,Lafayette,Contra Costa,40.0,78,51.28,3.66,3.75
ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,19.0,33,57.58,3.91,3.99
ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,6.0,11,54.55,3.8,4.05
AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,33.0,63,52.38,3.71,3.86
ALAMEDA HIGH SCHOOL,Alameda,Alameda,22.0,39,56.41,3.77,3.97
ALBANY HIGH SCHOOL,Albany,Alameda,11.0,25,44.0,3.39,3.61
ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,29.0,60,48.33,3.47,3.7
ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,45.0,118,38.14,3.63,3.81
ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,9.0,14,64.29,,
ALISAL HIGH SCHOOL,Salinas,Monterey,9.0,19,47.37,3.56,3.79
ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,15.5,32,48.44,,
ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,14.0,26,53.85,3.57,3.72
AMADOR HIGH SCHOOL,Sutter Creek,Amador,3.0,6,50.0,3.46,
AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,22.0,34,64.71,3.8,3.93
AMERICAN HIGH SCHOOL,Fremont,Alameda,6.0,12,50.0,3.72,4.27
AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,0.0,6,0.0,,
ANAHEIM HIGH SCHOOL,Anaheim,Orange,0.0,0,,4.05,4.05
ANALY HIGH SCHOOL,Sebastopol,Sonoma,7.0,14,50.0,3.79,3.89
ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,0.0,0,,,
ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,0.0,0,,,
ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,6.0,13,46.15,3.76,3.92
ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,5.0,8,62.5,,
ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,10.0,21,47.62,3.87,3.91
APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,10.0,19,52.63,3.45,3.61
APTOS HIGH SCHOOL,Aptos,Santa Cruz,15.0,31,48.39,3.68,3.93
ARAGON HIGH SCHOOL,San Mateo,San Mateo,34.0,58,58.62,3.81,4.04
ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,145.0,265,54.72,3.69,3.85
ARCATA HIGH SCHOOL,Arcata,Humboldt,10.0,12,83.33,,
ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,9.0,20,45.0,3.62,3.97
ARGONAUT HIGH SCHOOL,Jackson,Amador,0.0,0,,,
ARLINGTON HIGH SCHOOL,Riverside,Riverside,3.0,14,21.43,3.54,3.9
ARMIJO HIGH SCHOOL,Fairfield,Solano,8.0,12,66.67,,
ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,10.0,17,58.82,3.81,3.88
ARROYO HIGH SCHOOL,El Monte,Los Angeles,0.0,5,0.0,3.72,3.76
ARROYO HIGH SCHOOL,San Lorenzo,Alameda,0.0,0,,3.79,3.82
ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,16.0,31,51.61,3.8,3.98
ARVIN HIGH SCHOOL,Arvin,Kern,0.0,0,,,
ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,3.0,7,42.86,,
ATWATER HIGH SCHOOL,Atwater,Merced,8.0,9,88.89,3.65,3.75
AVALON HIGH SCHOOL,Avalon,Los Angeles,0.0,0,,,
BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,10.0,24,41.67,3.68,3.91
BALDWIN PARK HIGH SCHOOL,Baldwin Park,Los Angeles,6.0,12,50.0,3.2,3.66
BANNING HIGH SCHOOL,Banning,Riverside,4.0,8,50.0,3.38,
BARSTOW HIGH SCHOOL,Barstow,San Bernardino,0.0,0,,3.79,3.93
BASSETT HIGH SCHOOL,La Puente,Los Angeles,3.0,8,37.5,3.47,3.4
BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,4.0,6,66.67,,
BEAR RIVER HIGH SCHOOL,Grass Valley,Nevada,4.0,10,40.0,3.99,4.06
BELL GARDENS SENIOR HS,Bell Gardens,Los Angeles,0.0,6,0.0,3.29,
BELL HIGH SCHOOL,Bell,Los Angeles,5.0,7,71.43,3.21,
BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,23.0,38,60.53,3.78,3.91
BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,5.0,7,71.43,3.9,4.14
BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,4.0,10,40.0,3.47,3.78
BENICIA HIGH SCHOOL,Benicia,Solano,6.0,13,46.15,,
BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,15.0,25,60.0,3.35,3.77
BERKELEY HIGH SCHOOL,Berkeley,Alameda,59.0,97,60.82,3.6,3.79
BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,58.0,118,49.15,3.51,3.8
BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,0.0,5,0.0,,
BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,17.0,33,51.52,3.6,4.05
BISHOP UNION HIGH SCHOOL,Bishop,Inyo,4.0,6,66.67,,
BLAIR HIGH SCHOOL,Pasadena,Los Angeles,4.0,12,33.33,3.18,
BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,13.0,25,52.0,3.79,3.89
BONITA HIGH SCHOOL,La Verne,Los Angeles,9.0,25,36.0,3.55,3.8
BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,47.0,86,54.65,3.68,3.9
BORREGO SPRINGS HIGH SCHOOL,Borrego Springs,San Diego,0.0,0,,,
BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,3.0,9,33.33,3.66,
BREA OLINDA HIGH SCHOOL,Brea,Orange,21.0,46,45.65,3.77,4.04
BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,0.0,0,,,
BUENA HIGH SCHOOL,Ventura,Ventura,19.0,48,39.58,3.88,4.02
BUENA PARK HIGH SCHOOL,Buena Park,Orange,0.0,8,0.0,3.87,
BULLARD HIGH SCHOOL,Fresno,Fresno,31.0,53,58.49,3.85,3.91
BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,14.0,28,50.0,3.42,3.8
BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,22.0,39,56.41,3.74,4.01
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,18.0,30,60.0,3.78,3.91
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,8.0,13,61.54,4.2,4.33
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,12.0,23,52.17,3.02,
CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,52.0,88,59.09,3.79,3.99
CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,0.0,0,,,
CALEXICO HIGH SCHOOL,Calexico,Imperial,10.0,24,41.67,3.41,3.83
CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,20.0,27,74.07,3.68,3.76
CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,18.0,35,51.43,3.59,3.84
CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,8.0,12,66.67,,
CALISTOGA HIGH SCHOOL,Calistoga,Napa,0.0,0,,,
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,36.0,63,57.14,3.66,3.83
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,0.0,8,0.0,3.76,
CANYON HIGH SCHOOL,Anaheim,Orange,33.0,64,51.56,3.7,3.84
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,7.0,18,38.89,3.63,3.85
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,33.0,64,51.56,4.0,4.09
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,7.0,22,31.82,3.89,4.15
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,21.0,49,42.86,3.64,3.9
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,0.0,0,,3.85,3.96
CARLMONT HIGH SCHOOL,Belmont,San Mateo,19.0,32,59.38,3.78,3.96
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,31.0,52,59.62,3.78,3.93
CARMEL HIGH SCHOOL,Carmel,Monterey,8.0,18,44.44,3.75,4.01
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,6.0,13,46.15,,
CARSON HIGH SCHOOL,Carson,Los Angeles,5.0,17,29.41,3.69,3.82
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,0.0,0,,,
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,3.0,11,27.27,3.84,4.03
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,9.0,18,50.0,3.74,3.91
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,12.0,23,52.17,3.48,3.7
CASTLEMONT BUS INFORM TECH SCH,Oakland,Alameda,0.0,0,,,
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,14.0,24,58.33,3.68,3.83
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,0.0,8,0.0,,
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,3.0,8,37.5,,
CENTENNIAL HIGH SCHOOL,Corona,Riverside,5.0,19,26.32,3.56,4.05
CENTER HIGH SCHOOL,Antelope,Sacramento,5.0,5,100.0,,
CENTRAL EAST HIGH SCHOOL,Fresno,Fresno,0.0,0,,3.7,
CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,16.0,29,55.17,3.62,3.78
CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,0.0,0,,,
CENTURY HIGH SCHOOL,Santa Ana,Orange,4.0,11,36.36,3.4,
CERES HIGH SCHOOL,Ceres,Stanislaus,0.0,0,,,
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,37.0,137,27.01,3.63,3.88
CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,0.0,6,0.0,3.34,
CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,19.0,28,67.86,3.78,3.93
CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,7.0,18,38.89,3.88,4.1
CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,39.0,92,42.39,3.59,3.93
CHESTER HIGH SCHOOL,Chester,Plumas,0.0,0,,,
CHICO SENIOR HIGH SCHOOL,Chico,Butte,6.0,19,31.58,,
CHINO HIGH SCHOOL,Chino,San Bernardino,3.0,12,25.0,3.72,3.7
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0.0,0,,,
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,17.0,37,45.95,3.44,3.9
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,9.0,18,50.0,3.67,3.86
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,53.0,91,58.24,3.81,3.99
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,11.0,26,42.31,3.84,4.08
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,31.0,65,47.69,3.74,3.88
CLEVELAND HUMANITIES MAGNET,Reseda,Los Angeles,0.0,0,,,
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,0.0,0,,,
CLOVIS HIGH SCHOOL,Clovis,Fresno,8.0,11,72.73,3.97,3.98
CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,23.0,51,45.1,3.73,3.83
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,6.0,12,50.0,3.5,
COALINGA HIGH SCHOOL,Coalinga,Fresno,0.0,0,,,
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,0.0,0,,,
COLFAX HIGH SCHOOL,Colfax,Placer,8.0,9,88.89,,
COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,22.0,37,59.46,3.75,3.79
COLTON HIGH SCHOOL,Colton,San Bernardino,6.0,11,54.55,,
COLUSA HIGH SCHOOL,Colusa,Colusa,0.0,0,,,
COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,0.0,6,0.0,,
CONCORD HIGH SCHOOL,Concord,Contra Costa,0.0,0,,3.58,3.77
CONCORDIA HIGH,Oakland,Alameda,0.0,0,,,
CORCORAN HIGH SCHOOL,Corcoran,Kings,3.0,6,50.0,3.62,3.78
CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,0.0,0,,3.59,
CORNING UNION HIGH SCHOOL,Corning,Tehama,0.0,0,,,
CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,40.0,67,59.7,3.64,3.93
CORONA HIGH SCHOOL,Corona,Riverside,8.0,24,33.33,3.85,3.94
CORONADO HIGH SCHOOL,Coronado,San Diego,16.0,31,51.61,3.58,3.8
COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,8.0,13,61.54,3.84,3.91
COVINA HIGH SCHOOL,Covina,Los Angeles,13.0,20,65.0,3.73,3.95
CRAWFORD HIGH SCHOOL,San Diego,San Diego,14.0,36,38.89,3.65,3.89
CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,6.0,11,54.55,3.36,3.66
CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,33.0,75,44.0,3.62,3.81
CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,10.0,27,37.04,3.6,3.72
CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,24.0,39,61.54,3.67,3.94
CUYAMA VALLEY HIGH SCHOOL,New Cuyama,Santa Barbara,0.0,0,,,
CYPRESS HIGH SCHOOL,Cypress,Orange,14.0,27,51.85,3.69,3.95
DANA HILLS HIGH SCHOOL,Dana Point,Orange,40.0,87,45.98,3.69,3.92
DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,5.0,7,71.43,,
DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,57.0,98,58.16,3.73,3.96
DE ANZA HIGH SCHOOL,Richmond,Contra Costa,0.0,0,,3.79,3.79
DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,12.0,16,75.0,3.82,4.0
DEL MAR HIGH SCHOOL,San Jose,Santa Clara,0.0,8,0.0,3.7,3.72
DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,0.0,5,0.0,,
DEL ORO HIGH SCHOOL,Loomis,Placer,10.0,16,62.5,3.94,4.0
DELANO HIGH SCHOOL,Delano,Kern,0.0,0,,4.16,4.19
DELTA HIGH SCHOOL,Clarksburg,Yolo,0.0,0,,,
DESERT HIGH SCHOOL,Edwards,Kern,0.0,0,,,
DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,72.0,159,45.28,3.69,3.94
DINUBA HIGH SCHOOL,Dinuba,Tulare,0.0,0,,,
DIXON HIGH SCHOOL,Dixon,Solano,0.0,5,0.0,3.22,
DOMINGUEZ SENIOR HIGH SCHOOL,Compton,Los Angeles,0.0,7,0.0,,
DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,4.0,10,40.0,3.88,
DOS PALOS HIGH SCHOOL,Dos Palos,Merced,0.0,0,,,
DOS PUEBLOS HIGH SCHOOL,Goleta,Santa Barbara,31.0,40,77.5,3.85,4.01
DOWNEY HIGH SCHOOL,Downey,Los Angeles,12.0,26,46.15,3.65,3.78
DOWNTOWN MAGNETS HIGH SCHOOL,Los Angeles,Los Angeles,0.0,0,,3.18,3.54
DR JAMES J HOGAN HIGH SCHOOL,Vallejo,Solano,6.0,12,50.0,,
DUARTE HIGH SCHOOL,Duarte,Los Angeles,0.0,0,,3.54,3.84
DUBLIN HIGH SCHOOL,Dublin,Alameda,8.0,11,72.73,3.67,3.8
DUNCAN POLYTECHNICAL HS,Fresno,Fresno,0.0,0,,,
DURHAM HIGH SCHOOL,Durham,Butte,0.0,0,,,
EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,3.0,13,23.08,3.55,3.86
EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,0.0,0,,,
EAST NICOLAUS HIGH SCHOOL,Trowbridge,Sutter,0.0,0,,,
EAST UNION HIGH SCHOOL,Manteca,San Joaquin,3.0,5,60.0,,
EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,33.0,72,45.83,,
EDISON HIGH SCHOOL,Fresno,Fresno,27.0,35,77.14,3.93,3.97
EDISON HIGH SCHOOL,Huntington Beach,Orange,30.0,67,44.78,3.66,3.84
EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,0.0,5,0.0,3.82,3.81
EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,4.0,10,40.0,,
EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,6.0,13,46.15,4.03,4.08
EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,12.0,27,44.44,3.71,3.86
EL CAMINO HIGH,South San Francisco,San Mateo,10.0,16,62.5,3.82,3.92
EL CAMINO HIGH SCHOOL,Oceanside,San Diego,6.0,13,46.15,3.49,3.84
EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,35.0,88,39.77,3.58,3.88
EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,19.0,26,73.08,3.87,4.1
EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,23.0,29,79.31,3.65,3.94
EL DORADO HIGH SCHOOL,Placentia,Orange,17.0,26,65.38,3.79,3.95
EL DORADO HIGH SCHOOL,Placerville,El Dorado,8.0,12,66.67,,
EL MODENA HIGH SCHOOL,Orange,Orange,20.0,37,54.05,3.5,3.75
EL MOLINO HIGH SCHOOL,Forestville,Sonoma,11.0,17,64.71,3.67,3.87
EL MONTE HIGH SCHOOL,El Monte,Los Angeles,5.0,17,29.41,3.54,3.73
EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,0.0,12,0.0,3.14,3.47
EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,7.0,19,36.84,3.75,4.08
EL TORO HIGH SCHOOL,Lake Forest,Orange,33.0,51,64.71,3.62,3.81
ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,16.0,27,59.26,3.78,3.95
ELSINORE HIGH SCHOOL,Wildomar,Riverside,4.0,15,26.67,3.3,
EMERY SECONDARY SCHOOL,Emeryville,Alameda,0.0,0,,,
ENCINAL HIGH SCHOOL,Alameda,Alameda,5.0,15,33.33,3.49,3.91
ENTERPRISE HIGH SCHOOL,Redding,Shasta,0.0,0,,,
ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,3.0,8,37.5,,
ESCONDIDO HIGH SCHOOL,Escondido,San Diego,12.0,26,46.15,3.85,4.09
ESPARTO HIGH SCHOOL,Esparto,Yolo,0.0,0,,,
ESPERANZA HIGH SCHOOL,Anaheim,Orange,36.0,58,62.07,3.84,4.02
ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,6.0,12,50.0,3.67,3.74
ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,7.0,19,36.84,3.51,3.72
ETNA UNION HIGH SCHOOL,Etna,Siskiyou,0.0,0,,,
EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,4.0,5,80.0,3.96,
EXETER UNION HIGH SCHOOL,Exeter,Tulare,3.0,5,60.0,3.36,
FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,12.0,23,52.17,3.82,4.09
FAIRFIELD HIGH SCHOOL,Fairfield,Solano,0.0,0,,,
FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,20.0,36,55.56,3.6,3.83
FERNDALE HIGH SCHOOL,Ferndale,Humboldt,0.0,0,,,
FILLMORE HIGH SCHOOL,Fillmore,Ventura,0.0,7,0.0,3.1,
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,0.0,0,,,
FLORIN HIGH SCHOOL,Sacramento,Sacramento,15.0,23,65.22,3.78,4.03
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,5.0,13,38.46,,
FOLSOM HIGH SCHOOL,Folsom,Sacramento,8.0,15,53.33,3.89,4.07
FONTANA HIGH SCHOOL,Fontana,San Bernardino,5.0,14,35.71,3.48,
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,0.0,0,,,
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,0.0,0,,,
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,9.0,15,60.0,3.7,3.83
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,0.0,0,,,
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,52.0,78,66.67,3.6,3.91
FORTUNA UNION HIGH SCHOOL,Fortuna,Humboldt,0.0,0,,,
FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,34.0,89,38.2,3.62,3.81
FOWLER HIGH SCHOOL,Fowler,Fresno,0.0,0,,,
FRANCISCO BRAVO MEDICAL MAGNET,Los Angeles,Los Angeles,45.0,91,49.45,3.65,3.87
FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,0.0,5,0.0,,
FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,13.0,23,56.52,3.99,4.02
FREMONT HIGH SCHOOL,Oakland,Alameda,0.0,0,,,
FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,11.0,25,44.0,3.83,3.93
FRESNO HIGH SCHOOL,Fresno,Fresno,0.0,7,0.0,3.81,
FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,13.0,19,68.42,3.67,3.84
GAHR HIGH SCHOOL,Cerritos,Los Angeles,25.0,58,43.1,3.7,3.93
GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,4.0,10,40.0,,
GALT HIGH SCHOOL,Galt,Sacramento,0.0,5,0.0,,
GANESHA HIGH SCHOOL,Pomona,Los Angeles,5.0,9,55.56,3.43,
GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,13.0,30,43.33,3.78,3.92
GARDENA HIGH SCHOOL,Gardena,Los Angeles,0.0,9,0.0,3.38,
GAREY HIGH SCHOOL,Pomona,Los Angeles,0.0,9,0.0,3.54,3.97
GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,16.0,42,38.1,3.64,3.76
GEORGE WASHINGTON PREPARATORY,Los Angeles,Los Angeles,0.0,8,0.0,3.15,3.52
GILROY HIGH SCHOOL,Gilroy,Santa Clara,10.0,13,76.92,3.0,3.4
